Price,Close,High,Low,Open,Volume,EMA20,EMA50,EMA100,EMA200
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2000-01-03,0.8400943279266357,0.8443156783566781,0.7631676614192741,0.7870901168329728,535796800,0.8400943279266357,0.8400943279266357,0.8400943279266357,0.8400943279266357
2000-01-04,0.7692657709121704,0.8302435674160231,0.7594152208884124,0.8124194187017932,512377600,0.8333487510681152,0.8373167374554803,0.838691782243181,0.8393895661652978
2000-01-05,0.7805228233337402,0.8297747878798266,0.7730182721504111,0.7786466730125366,778321600,0.828317710331508,0.8350895251369806,0.8375399216707168,0.8388038274306554
2000-01-06,0.7129774689674377,0.8030379717499876,0.7129774689674377,0.7964714723821259,767972800,0.8173329254396917,0.8303008170519005,0.8350733384488697,0.8375518238638572
2000-01-07,0.74675053358078,0.7580082351564399,0.7167306807658664,0.7242352306324134,460734400,0.8106107928817001,0.8270243353471507,0.8333243720158382,0.836648328438155
2000-01-10,0.7336167097091675,0.767388861476656,0.7111014074484417,0.7655127115419497,505064000,0.8032780230557446,0.8233612912044848,0.8313499628612506,0.8356231382020456
2000-01-11,0.69609135389328,0.7458123509768227,0.6792053055481009,0.720013802656639,441548800,0.7930697688497956,0.8183703132707121,0.8286715745648552,0.8342347622387744
2000-01-12,0.654344916343689,0.7167306730416629,0.6491846647215528,0.7129775213729977,976068800,0.7798578781349284,0.81193794476377,0.8252195615307727,0.8324448135234005
2000-01-13,0.7261112928390503,0.7411212435182555,0.6942152916874769,0.7091075540043966,1032684800,0.7747391557257971,0.8085721937078987,0.8232570215566792,0.8313867685414668
2000-01-14,0.7537860870361328,0.7673888884875701,0.7458124871090789,0.7505028370602003,390376000,0.7727436253744006,0.8064237189364569,0.8218813594869654,0.8306146224568366
2000-01-18,0.7800535559654236,0.7955333564810531,0.7537859574272584,0.7580081083519568,459177600,0.7734398092402124,0.8053895948983771,0.8210530861499051,0.8301115272678673
2000-01-19,0.7997546792030334,0.8161717283663694,0.7758322294828537,0.7927183286048901,597643200,0.7759459873319097,0.8051686178122852,0.8206313355172938,0.8298094690781675
2000-01-20,0.8518210053443909,0.9118607116743085,0.8518210053443909,0.8668309068761316,1831132800,0.7831721795235745,0.8069981232057012,0.8212489527415928,0.8300284893395231
2000-01-21,0.8354037404060364,0.8574492377587635,0.8269602904203244,0.8574492377587635,495924800,0.7881466138933328,0.8081120689782634,0.8215292455666312,0.8300819744247621
2000-01-24,0.7974096536636353,0.8461917086823837,0.7889661518758544,0.8138266552794563,440876800,0.7890288081571712,0.8076923664169053,0.8210516298853837,0.8297568767057458
2000-01-25,0.8424394130706787,0.8490068149693389,0.768327804226175,0.7880281060660035,497145600,0.794115532434648,0.8090549956974454,0.8214751503444984,0.8298830710974368
2000-01-26,0.826960563659668,0.8569804709799062,0.8236773633188659,0.8255534634846146,367158400,0.7972436306465547,0.8097571748332189,0.8215837723903433,0.8298539914214391
2000-01-27,0.8255531787872314,0.8480685273754587,0.8030378803004709,0.8166406789930389,340144000,0.7999397780885239,0.8103766259686704,0.8216623744972124,0.8298111972658749
2000-01-28,0.7626983523368835,0.8321196430271626,0.7551938042674899,0.8119503465478437,423348800,0.7963929756359867,0.808506889747816,0.820494770097998,0.829143407764094
2000-01-31,0.7786462903022766,0.7795843900525383,0.7092250550288651,0.758007995593598,701680000,0.7947028151280142,0.807335885847991,0.8196660873297659,0.828640948883877
2000-02-01,0.7523790001869202,0.7880281578648236,0.7505029001299918,0.7805227556074903,318035200,0.7906719756098148,0.8051807138612823,0.8183336697625808,0.8278821235237083
2000-02-02,0.7415903210639954,0.7664508236609773,0.7279874697751153,0.7561320740093899,464195200,0.7859975323197368,0.8026869729672711,0.8168139994913217,0.8270234986236117
2000-02-03,0.7753632068634033,0.7823995572549817,0.7523788076339044,0.7528478575788351,475193600,0.7849847394191336,0.8016154527279038,0.8159931917165115,0.8265094658697788
2000-02-04,0.8105434775352478,0.8255533795681452,0.777708521477309,0.780053721598334,425320000,0.7874189049540016,0.8019655713477997,0.8158852765842093,0.8263506003142114
2000-02-07,0.8560418486595154,0.857448998077773,0.7950640712305673,0.8105430655415738,441067200,0.7939544234021458,0.8040862096737493,0.8166804562292648,0.8266460356211298
2000-02-08,0.8621405959129333,0.8715211955573505,0.8349348929662456,0.8555731941729023,408643200,0.8004483445936494,0.8063628522713644,0.81758065701508,0.8269992153255259
2000-02-09,0.8452537655830383,0.8790267769762762,0.8438467154296948,0.8565114694484421,299364800,0.8047155275450198,0.8078879861267242,0.8181286393629603,0.8271808526415211
2000-02-10,0.8518210053443909,0.8546352053144762,0.8255533520042431,0.8471306052589457,302982400,0.8092017635259123,0.8096108496254563,0.8187958149269491,0.827426028290306
2000-02-11,0.8161717653274536,0.8565112159363085,0.8124194656908623,0.8527589162997173,212251200,0.8098655732212973,0.8098681404372994,0.8187438535487412,0.8273140455742578
2000-02-14,0.8691759705543518,0.86964502053664,0.8152336694455743,0.8203930689463278,367539200,0.815514182491112,0.8121939376967916,0.8197425093310305,0.827730582141224
2000-02-15,0.8930987119674683,0.900135065208106,0.8644859523206725,0.8649550024555243,485744000,0.822903185298384,0.8153666739427005,0.8211951074030392,0.828381011293724
2000-02-16,0.8565112948417664,0.8865319993678381,0.841501393492019,0.8837169978082504,378246400,0.826103957635849,0.8169801884877619,0.8218944378473705,0.82866091461261
2000-02-17,0.8621405959129333,0.8668308957351419,0.8490067944624009,0.8644857458240377,289497600,0.8295360184241427,0.8187511848573764,0.8226913914724311,0.8289940457698273
2000-02-18,0.8349348902702332,0.8658927928935433,0.8321198386203071,0.860264393043886,233441600,0.830050196695199,0.8193858399716061,0.8229338369931796,0.8290531586504284
2000-02-22,0.8541662096977234,0.8776196144603372,0.8006928997563459,0.8264915047110762,422296000,0.8323469598382965,0.8207497760392969,0.8235522998190121,0.8293030397553766
2000-02-23,0.8724592328071594,0.8930984343548731,0.8330578312915033,0.8498270948714431,473099200,0.8361671763115216,0.8227775978733307,0.8245207539375893,0.8297324546116133
2000-02-24,0.8646026253700256,0.8940366430452236,0.8386871844611812,0.8804337908968863,376432000,0.8388753143170934,0.8244177950300638,0.8253144543619939,0.8300794214848313
2000-02-25,0.8283675909042358,0.8780886498496564,0.8264914909036613,0.8616715974598611,249144000,0.8378745787539641,0.8245726889859137,0.8253749125113452,0.8300623883447259
2000-02-28,0.8499444723129272,0.8630782687878649,0.813357331857359,0.8264911283322968,328328000,0.8390240924262462,0.8255676608810908,0.8258614384480102,0.8302602200260016
2000-02-29,0.8602645397186279,0.879964844377896,0.84478478414406,0.8522900867792242,368961600,0.8410469921683777,0.8269283227962884,0.8265426879781215,0.8305587704707045
2000-03-01,0.9779986143112183,0.9911324138424563,0.8893460686929909,0.8898151186472583,1077003200,0.8540900038010293,0.8328526479537366,0.8295418152322421,0.8320258335934957
2000-03-02,0.9156138300895691,0.9601746858777195,0.9057632782888065,0.9531391357222158,311259200,0.8599494158285093,0.836098184508083,0.8312462115660506,0.8328575549516656
2000-03-03,0.9606433510780334,0.9624027140596596,0.9006036614383369,0.9371899543291751,323366400,0.869539314423702,0.8409823086872968,0.8338085311603473,0.8341290554106344
2000-03-06,0.9432887434959412,0.969087301542411,0.9381284907905929,0.9456338938768487,210560000,0.876563069573439,0.8449943257386162,0.8359764561570917,0.8352152214612345
2000-03-07,0.92218017578125,0.9564222256207554,0.9090463761208085,0.9489168250610144,273011200,0.8809075558789449,0.8480212218187195,0.8376834605060849,0.8360805443897918
2000-03-08,0.9156138300895691,0.9301547820616528,0.8898152764073959,0.922180330207645,271230400,0.8842129153275758,0.8506719123391451,0.8392266361414015,0.836871920366904
2000-03-09,0.9174898266792297,0.9381281239500634,0.8874699295235658,0.9071702271306106,276718400,0.8873821449801143,0.8532922227054229,0.8407764022906653,0.8376740885889173
2000-03-10,0.9437576532363892,0.9601747054905678,0.9081084468223147,0.9132686987601173,248606400,0.8927512410045214,0.8568398866478137,0.8428156349826599,0.8387296464461061
2000-03-13,0.9104533791542053,0.949385721897412,0.8968505317288291,0.9165516288537402,303956800,0.8944371589235389,0.8589423765500251,0.8441549962533835,0.8394433154282763
2000-03-14,0.8574493527412415,0.9324998578304962,0.8555731527408527,0.9097499808977749,428579200,0.890914510715701,0.8588838265967396,0.8444182508373015,0.8396224799786541
2000-03-15,0.8724592328071594,0.9024799351506274,0.8565112325705788,0.8677689333225382,443609600,0.8891568652006019,0.8594161954677364,0.8449735178070016,0.8399492138376443
2000-03-16,0.9123296737670898,0.9156137250731117,0.8593254223697909,0.880433673662585,378100800,0.8913637993497913,0.8614912338324169,0.846307303073538,0.8406694174190319
2000-03-17,0.9381282925605774,0.9381282925605774,0.8977887886060445,0.9015419903709719,305043200,0.8958175606079614,0.8644966086845016,0.8481255404891229,0.8416391574701917
2000-03-20,0.9231181740760803,0.9475095708762711,0.9184277752065538,0.926871274754542,204489600,0.8984176190334965,0.8667954936018185,0.8496105431344092,0.8424498939538324
2000-03-21,1.0127099752426147,1.0263127280373154,0.9127997039111622,0.9198352546358242,524328000,0.9093026053391268,0.8725176301367518,0.8528402348593241,0.8441440241159099
2000-03-22,1.0821309089660645,1.0835388604501788,0.9873801128724033,0.9965271380825209,567996800,0.9257624437797876,0.8807377587182935,0.8573806442475764,0.8465120528208866
2000-03-23,1.0605547428131104,1.128568904804428,1.0507041906201267,1.065714093024334,562564800,0.9385998055924849,0.8877894051533843,0.8614038937241216,0.8486418308307595
